Name,Rating,DPR,Kast,Impact,ADR,KPR,Start_Date,End_Date
Effect,0.83,0.75,62.3%,0.79,70.7,0.58,2018-06-04,2018-09-02
Ghoul,0.86,0.84,61.1%,0.99,76.9,0.63,2018-06-04,2018-09-02
Bz,0.83,0.76,62.2%,0.82,57.4,0.63,2018-06-04,2018-09-02
tama,0.80,0.77,63.8%,0.72,69.3,0.55,2018-06-04,2018-09-02
kamil,1.07,0.73,68.4%,1.25,78.8,0.70,2018-06-04,2018-09-02
supra,0.92,0.85,64.6%,1.00,76.3,0.71,2018-06-04,2018-09-02
Sebwel,0.54,1.00,44.4%,0.78,55.4,0.50,2018-06-04,2018-09-02
shrew,0.37,0.89,38.9%,0.12,44.2,0.44,2018-06-04,2018-09-02
tease,0.51,0.89,55.6%,0.14,48.8,0.39,2018-06-04,2018-09-02
pewpew,0.27,1.00,27.8%,0.39,36.0,0.28,2018-06-04,2018-09-02
k0mplex,0.84,0.89,61.1%,0.99,72.1,0.56,2018-06-04,2018-09-02
SandeN,0.79,0.73,66.7%,0.52,63.8,0.50,2018-06-04,2018-09-02
xek,0.79,0.72,65.8%,0.49,66.0,0.52,2018-06-04,2018-09-02
Ortel,1.01,0.57,56.7%,1.21,68.6,0.57,2018-06-04,2018-09-02
frz,1.29,0.70,80.0%,1.21,84.8,0.90,2018-06-04,2018-09-02
exhie,1.13,0.67,63.3%,1.33,76.7,0.77,2018-06-04,2018-09-02
Czapel,1.09,0.77,76.7%,0.95,86.1,0.63,2018-06-04,2018-09-02
Perspective,0.96,0.77,63.8%,0.89,76.5,0.66,2018-06-04,2018-09-02
1flick,0.94,0.77,67.9%,0.97,71.1,0.63,2018-06-04,2018-09-02
1Mikey,0.88,0.73,68.7%,0.79,61.8,0.62,2018-06-04,2018-09-02
Swisher,0.94,0.76,62.1%,1.03,70.8,0.67,2018-06-04,2018-09-02
dav1dK,0.89,0.74,64.3%,0.90,67.9,0.59,2018-06-04,2018-09-02
OKOLICIOUZ,0.91,0.66,61.4%,0.90,67.9,0.61,2018-06-04,2018-09-02
tahsiN,1.07,0.67,61.4%,1.23,76.0,0.80,2018-06-04,2018-09-02
MALI,1.30,0.59,72.9%,1.67,73.8,0.81,2018-06-04,2018-09-02
slaxz-,1.08,0.69,66.7%,1.17,76.6,0.72,2018-06-04,2018-09-02
LucasP,0.60,0.74,52.2%,0.45,51.9,0.39,2018-06-04,2018-09-02
Mix,0.49,0.96,47.8%,0.45,64.9,0.39,2018-06-04,2018-09-02
Levi,0.93,0.83,47.8%,1.46,65.5,0.74,2018-06-04,2018-09-02
fredi,1.01,0.68,68.1%,0.96,75.2,0.66,2018-06-04,2018-09-02
SolEk,0.66,0.76,67.1%,0.29,55.5,0.39,2018-06-04,2018-09-02
Vipe,0.72,0.79,57.4%,0.65,62.7,0.45,2018-06-04,2018-09-02
shev,0.90,0.79,58.3%,1.04,73.8,0.58,2018-06-04,2018-09-02
juricM,0.73,0.75,62.5%,0.68,54.4,0.38,2018-06-04,2018-09-02
theTRUTH,0.84,0.76,59.8%,0.82,73.3,0.61,2018-06-04,2018-09-02
feddan,0.44,0.80,53.8%,0.25,41.1,0.26,2018-06-04,2018-09-02
vek,1.05,0.75,72.7%,1.03,78.6,0.67,2018-06-04,2018-09-02
Zer0X,0.91,0.67,62.5%,0.86,58.5,0.58,2018-06-04,2018-09-02
WYRR,0.77,0.71,54.2%,0.79,54.8,0.54,2018-06-04,2018-09-02
Maden,1.13,0.74,72.0%,1.16,83.2,0.80,2018-06-04,2018-09-02
NABOWOW,0.95,0.68,75.0%,0.75,60.0,0.62,2018-06-04,2018-09-02
psh,1.06,0.68,73.6%,0.89,78.6,0.65,2018-06-04,2018-09-02
whatz,1.03,0.71,66.7%,1.31,68.9,0.62,2018-06-04,2018-09-02
Krush,1.07,0.62,70.9%,1.05,64.5,0.73,2018-06-04,2018-09-02
NOPEEJ,1.03,0.69,65.5%,0.94,79.7,0.69,2018-06-04,2018-09-02
snapy,0.88,0.78,67.3%,1.00,61.7,0.56,2018-06-04,2018-09-02
jay,0.79,0.75,65.5%,0.63,54.2,0.53,2018-06-04,2018-09-02
mYR,0.90,0.79,65.8%,0.90,73.2,0.67,2018-06-04,2018-09-02
daen,0.80,0.77,59.5%,0.77,67.1,0.53,2018-06-04,2018-09-02
MajkelN1,0.99,0.71,62.2%,1.13,74.4,0.64,2018-06-04,2018-09-02
Szejn,1.05,0.78,67.6%,1.23,80.2,0.73,2018-06-04,2018-09-02
Miloszek,0.83,0.83,54.1%,1.07,68.3,0.61,2018-06-04,2018-09-02
HIDDEN,1.11,0.75,69.1%,1.21,93.2,0.76,2018-06-04,2018-09-02
dixon,0.86,0.75,69.4%,0.72,67.7,0.56,2018-06-04,2018-09-02
Interex,0.94,0.68,67.9%,0.94,66.4,0.64,2018-06-04,2018-09-02
FreakY,1.00,0.69,65.5%,1.15,71.4,0.65,2018-06-04,2018-09-02
Mackapag,0.86,0.70,63.1%,0.89,61.9,0.56,2018-06-04,2018-09-02
crank,0.92,0.70,70.3%,0.80,66.4,0.58,2018-06-04,2018-09-02
peet,0.99,0.61,73.1%,0.79,63.1,0.63,2018-06-04,2018-09-02
mono,1.26,0.61,79.6%,1.04,89.8,0.82,2018-06-04,2018-09-02
Hutler,1.36,0.75,77.4%,1.55,96.7,0.92,2018-06-04,2018-09-02
ponczek,0.94,0.74,68.2%,0.89,74.2,0.56,2018-06-04,2018-09-02
Daze,1.05,0.64,71.4%,1.10,68.4,0.64,2018-06-04,2018-09-02
oBo,1.06,0.81,64.6%,1.11,86.8,0.73,2018-06-04,2018-09-02
dsr,0.7,0.81,52.1%,0.73,58.6,0.56,2018-06-04,2018-09-02
Slemmy,0.6,0.83,54.2%,0.56,58.8,0.4,2018-06-04,2018-09-02
neska,0.75,0.88,58.0%,0.95,64.2,0.52,2018-06-04,2018-09-02
Daemos,0.66,0.82,63.9%,0.56,56.8,0.44,2018-06-04,2018-09-02
Aluminium,0.76,0.85,63.8%,0.66,63.0,0.57,2018-06-04,2018-09-02
joshnl,0.68,0.85,55.3%,0.63,58.0,0.57,2018-06-04,2018-09-02
malle,0.95,0.68,66.7%,0.87,64.4,0.61,2018-06-04,2018-09-02
maektig,1.04,0.7,69.8%,0.98,83.9,0.67,2018-06-04,2018-09-02
wacky,0.98,0.71,69.8%,0.85,77.2,0.71,2018-06-04,2018-09-02
kevzy,0.45,0.88,50.0%,0.31,50.2,0.38,2018-06-04,2018-09-02
Limpone,0.35,0.88,37.5%,0.40,39.3,0.21,2018-06-04,2018-09-02
Jayzwalkingz,0.89,0.67,58.3%,0.97,65.3,0.58,2018-06-04,2018-09-02
Ericip,1.05,0.67,70.8%,0.74,87.6,0.67,2018-06-04,2018-09-02
darti,0.78,0.72,55.2%,0.71,65.0,0.52,2018-06-04,2018-09-02
battery,0.83,0.77,59.6%,0.80,62.8,0.55,2018-06-04,2018-09-02
shield,1.03,0.58,72.8%,0.87,63.8,0.64,2018-06-04,2018-09-02
danno,0.69,0.81,69.2%,0.33,51.7,0.46,2018-06-04,2018-09-02
OzA,1.13,0.77,73.1%,1.17,86.5,0.85,2018-06-04,2018-09-02
zYNC,0.94,0.73,69.2%,0.79,69.0,0.62,2018-06-04,2018-09-02
nopper,1.08,0.63,70.3%,0.97,74.4,0.76,2018-06-04,2018-09-02
outwerk,1.09,0.76,63.6%,1.35,85.6,0.7,2018-06-04,2018-09-02
D0ffy,0.83,0.77,63.8%,0.69,66.6,0.55,2018-06-04,2018-09-02
heretic,0.91,0.81,61.4%,0.93,73.0,0.69,2018-06-04,2018-09-02
delphiki,0.47,0.86,52.4%,0.26,46.9,0.36,2018-06-04,2018-09-02
fLICK,0.57,0.86,47.6%,0.49,47.0,0.43,2018-06-04,2018-09-02
Moeleley,0.81,0.81,52.4%,0.82,68.5,0.52,2018-06-04,2018-09-02
Kasper,0.94,0.72,65.4%,0.94,69.7,0.68,2018-06-04,2018-09-02
Ebeee,0.89,0.73,66.4%,0.82,68.4,0.59,2018-06-04,2018-09-02
Bitchplz,0.98,0.72,62.6%,1.04,72.7,0.66,2018-06-04,2018-09-02
JOKER,1.26,0.64,71.2%,1.39,89.8,0.82,2018-06-04,2018-09-02
Pogba,1.12,0.67,73.7%,1.18,73.7,0.7,2018-06-04,2018-09-02
Ejram,1.14,0.63,67.3%,1.21,80.6,0.79,2018-06-04,2018-09-02
P3PS,1.04,0.66,68.2%,1.06,72.3,0.67,2018-06-04,2018-09-02
INFESTOR,0.95,0.63,69.2%,0.79,65.4,0.58,2018-06-04,2018-09-02
rAre,1.15,0.7,67.0%,1.25,86.9,0.78,2018-06-04,2018-09-02
EEbl3,0.4,0.86,42.9%,0.22,36.9,0.38,2018-06-04,2018-09-02
hEATZ,0.63,0.87,54.3%,0.65,53.3,0.5,2018-06-04,2018-09-02
Bennet,0.5,0.92,50.9%,0.52,52.3,0.4,2018-06-04,2018-09-02
MoRs.na,0.59,0.87,44.0%,0.71,57.9,0.48,2018-06-04,2018-09-02
kev1nh,0.58,0.91,51.7%,0.60,57.6,0.49,2018-06-04,2018-09-02
M4ver1ck,0.68,0.84,61.9%,0.50,56.8,0.51,2018-06-04,2018-09-02
cHinGii,0.64,0.84,60.3%,0.54,54.3,0.41,2018-06-04,2018-09-02
Alghan1m,0.72,0.86,54.0%,0.87,59.5,0.49,2018-06-04,2018-09-02
Rebdiwow,1.24,0.81,58.7%,1.80,90.2,0.9,2018-06-04,2018-09-02
Subz3r0,1.08,0.7,73.3%,1.12,68.1,0.67,2018-06-04,2018-09-02
fr1,1.1,0.7,63.3%,1.11,80.6,0.83,2018-06-04,2018-09-02
Cypez,0.98,0.73,83.3%,0.69,66.4,0.6,2018-06-04,2018-09-02
bucher1,1.04,0.7,73.8%,1.10,68.9,0.67,2018-06-04,2018-09-02
r1v,0.6,1.0,57.6%,0.46,66.3,0.48,2018-06-04,2018-09-02
adeRa,0.46,0.92,52.6%,0.37,48.4,0.41,2018-06-04,2018-09-02
Defective,0.71,0.8,56.0%,0.90,57.4,0.4,2018-06-04,2018-09-02
n1ex,0.74,0.84,61.6%,0.61,67.1,0.59,2018-06-04,2018-09-02
Ninjas,0.91,0.81,57.5%,1.17,71.0,0.66,2018-06-04,2018-09-02
eXPLOSION,1.45,0.65,74.9%,1.59,102.3,0.97,2018-06-04,2018-09-02
varK,1.18,0.64,71.6%,1.29,74.9,0.81,2018-06-04,2018-09-02
LEETROY,1.12,0.66,74.6%,0.98,81.7,0.72,2018-06-04,2018-09-02
b2k,1.01,0.66,71.8%,0.94,72.5,0.61,2018-06-04,2018-09-02
rooney,1.02,0.71,70.8%,0.97,75.8,0.64,2018-06-04,2018-09-02
rushzera,0.65,0.84,48.0%,0.45,62.7,0.52,2018-06-04,2018-09-02
Stev0se,0.79,0.82,60.8%,0.88,65.6,0.57,2018-06-04,2018-09-02
koga,0.98,0.76,65.6%,1.02,77.3,0.69,2018-06-04,2018-09-02
SPERMY,0.68,0.72,59.6%,0.55,52.9,0.43,2018-06-04,2018-09-02
Axed,0.9,0.75,68.1%,0.75,69.3,0.61,2018-06-04,2018-09-02
juice,0.95,0.76,61.0%,1.10,69.5,0.67,2018-06-04,2018-09-02
tyfoon,1.08,0.75,70.3%,1.13,82.2,0.72,2018-06-04,2018-09-02
Niko,0.91,0.75,58.8%,0.96,68.6,0.67,2018-06-04,2018-09-02
DENZSTOU,1.03,0.69,62.7%,1.05,81.1,0.73,2018-06-04,2018-09-02
Barcode,0.95,0.7,65.7%,0.90,71.4,0.6,2018-06-04,2018-09-02
DiMKE,1.06,0.74,68.4%,1.04,83.9,0.73,2018-06-04,2018-09-02
Dav,0.84,0.73,58.2%,0.97,63.5,0.53,2018-06-04,2018-09-02
k1Ng0r,0.71,0.78,58.9%,0.71,56.4,0.45,2018-06-04,2018-09-02
JORDAN,0.96,0.73,65.0%,0.90,77.2,0.66,2018-06-04,2018-09-02
phantom,0.91,0.74,67.4%,0.86,66.5,0.64,2018-06-04,2018-09-02
dEE,0.83,0.77,63.4%,0.58,69.6,0.66,2018-06-04,2018-09-02
gabesson,0.97,0.72,65.7%,1.02,72.4,0.61,2018-06-04,2018-09-02
QZIANNN,1.02,0.78,62.7%,1.09,85.1,0.76,2018-06-04,2018-09-02
knukk,0.56,0.76,58.8%,0.34,48.0,0.29,2018-06-04,2018-09-02
JaKu,1.09,0.68,71.6%,1.11,76.1,0.69,2018-06-04,2018-09-02
kaper,1.15,0.6,76.3%,1.02,78.1,0.74,2018-06-04,2018-09-02
KAPARZO,1.0,0.61,72.4%,0.87,65.7,0.55,2018-06-04,2018-09-02
AJTT,1.08,0.7,72.4%,1.01,80.9,0.68,2018-06-04,2018-09-02
Wantyyy,1.23,0.72,72.4%,1.38,90.3,0.8,2018-06-04,2018-09-02
fazen,1.0,0.68,72.4%,0.87,66.2,0.65,2018-06-04,2018-09-02
gAuLeS,0.7,0.82,46.4%,0.82,55.6,0.54,2018-06-04,2018-09-02
pava,0.93,0.75,71.4%,0.77,65.7,0.61,2018-06-04,2018-09-02
KIKOOOO,0.96,0.64,75.0%,0.65,66.3,0.61,2018-06-04,2018-09-02
Blogg1s,1.1,0.74,70.1%,1.30,73.3,0.79,2018-06-04,2018-09-02
SZPERO,1.17,0.62,74.2%,1.16,76.4,0.73,2018-06-04,2018-09-02
btt,0.86,0.75,64.3%,0.76,72.2,0.54,2018-06-04,2018-09-02
pred,0.61,0.71,57.1%,0.44,37.1,0.36,2018-06-04,2018-09-02
capseN,1.03,0.79,72.7%,1.05,71.9,0.83,2018-06-04,2018-09-02
daxen,1.12,0.79,71.2%,1.29,86.3,0.77,2018-06-04,2018-09-02
leckr,0.73,0.8,54.5%,0.66,67.1,0.53,2018-06-04,2018-09-02
kinzo,0.82,0.7,69.7%,0.52,61.4,0.52,2018-06-04,2018-09-02
MAXX.,1.02,0.77,68.2%,1.03,78.7,0.71,2018-06-04,2018-09-02
rko,0.81,0.67,60.3%,0.66,60.0,0.57,2018-06-04,2018-09-02
zyored,0.95,0.79,65.1%,1.00,77.8,0.59,2018-06-04,2018-09-02
DEV7L,1.12,0.7,74.4%,1.06,79.7,0.74,2018-06-04,2018-09-02
boltz,1.1,0.61,71.7%,1.04,74.6,0.67,2018-06-04,2018-09-02
zecK,1.06,0.69,68.8%,1.11,78.6,0.68,2018-06-04,2018-09-02
Adlane,0.94,0.67,68.4%,0.89,61.9,0.59,2018-06-04,2018-09-02
beats,0.67,0.75,61.7%,0.58,45.4,0.43,2018-06-04,2018-09-02
hadrok,0.9,0.77,68.3%,0.81,69.5,0.58,2018-06-04,2018-09-02
artemio,0.76,0.8,60.0%,0.66,67.7,0.57,2018-06-04,2018-09-02
zock,0.96,0.78,58.3%,1.12,79.4,0.72,2018-06-04,2018-09-02
SPAMMER,0.67,0.81,58.3%,0.74,56.3,0.42,2018-06-04,2018-09-02
Guepard,1.03,0.8,61.7%,1.09,85.6,0.75,2018-06-04,2018-09-02
SkrubWrecker,1.16,0.69,69.0%,0.92,86.6,0.83,2018-06-04,2018-09-02
cHEEtur,0.83,0.66,65.5%,0.67,59.3,0.52,2018-06-04,2018-09-02
mcs,1.38,0.69,82.8%,1.44,96.4,0.86,2018-06-04,2018-09-02
reltuC,1.02,0.65,72.0%,0.90,72.7,0.65,2018-06-04,2018-09-02
Drone,1.07,0.7,68.9%,1.19,76.8,0.7,2018-06-04,2018-09-02
DAVEY,1.05,0.67,70.0%,1.03,77.1,0.67,2018-06-04,2018-09-02
fejtZ,0.98,0.67,69.1%,0.91,67.4,0.64,2018-06-04,2018-09-02
will,1.06,0.66,69.0%,1.23,68.4,0.62,2018-06-04,2018-09-02
Rich,0.76,0.79,62.1%,0.71,55.3,0.55,2018-06-04,2018-09-02
jR,1.0,0.69,65.6%,1.05,72.6,0.66,2018-06-04,2018-09-02
crush,0.98,0.61,68.0%,0.96,63.8,0.56,2018-06-04,2018-09-02
chopper,1.03,0.69,70.2%,1.08,67.6,0.67,2018-06-04,2018-09-02
hutji,1.08,0.71,71.8%,1.05,82.3,0.67,2018-06-04,2018-09-02
kzealos,1.08,0.72,69.8%,1.14,81.9,0.71,2018-06-04,2018-09-02
ketchup,0.89,0.65,67.5%,0.82,57.3,0.57,2018-06-04,2018-09-02
Teddy,1.04,0.74,64.3%,1.20,82.7,0.71,2018-06-04,2018-09-02
SkillmasjineJJ,0.89,0.73,68.3%,0.79,68.0,0.59,2018-06-04,2018-09-02
Voided,0.74,0.68,52.0%,0.65,50.9,0.52,2018-06-04,2018-09-02
iigLu,0.85,0.68,60.0%,0.89,60.6,0.64,2018-06-04,2018-09-02
mizeQ,0.49,0.88,52.0%,0.43,46.6,0.32,2018-06-04,2018-09-02
squidah,0.96,0.72,72.0%,0.79,70.2,0.6,2018-06-04,2018-09-02
TK,0.78,0.73,67.9%,0.56,57.9,0.48,2018-06-04,2018-09-02
benG,1.08,0.77,61.5%,1.27,89.3,0.73,2018-06-04,2018-09-02
yNc,1.09,0.66,72.2%,1.03,76.3,0.71,2018-06-04,2018-09-02
yotes,0.62,0.91,50.0%,0.74,57.5,0.48,2018-06-04,2018-09-02
Lenny,0.98,0.69,67.6%,1.01,70.5,0.66,2018-06-04,2018-09-02
v1d,0.92,0.75,58.8%,1.04,74.0,0.62,2018-06-04,2018-09-02
Masti,0.99,0.74,70.0%,0.91,75.6,0.68,2018-06-04,2018-09-02
ALEXJ,1.14,0.71,70.0%,1.26,86.3,0.78,2018-06-04,2018-09-02
smogger,0.65,0.72,55.0%,0.55,52.2,0.42,2018-06-04,2018-09-02
juntucha,0.56,0.86,45.5%,0.68,46.9,0.32,2018-06-04,2018-09-02
Momonga,0.57,0.84,40.9%,0.55,52.6,0.41,2018-06-04,2018-09-02
Andru,1.03,0.66,66.4%,1.06,70.1,0.69,2018-06-04,2018-09-02
s;nA!,0.93,0.82,59.1%,1.11,71.6,0.7,2018-06-04,2018-09-02
Mache,0.92,0.8,54.5%,0.84,77.9,0.64,2018-06-04,2018-09-02
MARIO,1.02,0.72,70.4%,1.02,74.1,0.65,2018-06-04,2018-09-02
manTa,0.8,0.8,57.4%,0.94,66.4,0.48,2018-06-04,2018-09-02
4sh0t,1.01,0.64,69.7%,0.94,68.2,0.65,2018-06-04,2018-09-02
tonyblack,1.09,0.64,73.2%,1.00,75.4,0.7,2018-06-04,2018-09-02
James,0.81,0.75,60.5%,0.86,61.4,0.55,2018-06-04,2018-09-02
hypathor,0.73,0.81,57.4%,0.72,61.9,0.55,2018-06-04,2018-09-02
chancehangtsz,0.61,0.89,53.2%,0.64,62.7,0.45,2018-06-04,2018-09-02
fagger,0.89,0.74,61.7%,0.97,69.9,0.62,2018-06-04,2018-09-02
TunGY,0.82,0.81,48.9%,1.00,68.8,0.64,2018-06-04,2018-09-02
dre9,0.8,0.75,57.1%,0.89,57.9,0.54,2018-06-04,2018-09-02
codyxer,0.88,0.68,64.8%,0.80,62.0,0.55,2018-06-04,2018-09-02
biohazard,1.16,0.72,72.4%,1.23,83.2,0.81,2018-06-04,2018-09-02
tamir,0.33,0.95,38.1%,0.33,45.3,0.24,2018-06-04,2018-09-02
shinobi,0.55,0.86,52.4%,0.59,45.7,0.48,2018-06-04,2018-09-02
world,0.54,0.95,47.6%,0.57,65.8,0.43,2018-06-04,2018-09-02
Diesen,0.81,0.73,65.4%,0.63,53.6,0.54,2018-06-04,2018-09-02
kani,0.97,0.73,69.2%,0.73,81.3,0.58,2018-06-04,2018-09-02
temk4wow,0.76,0.77,65.4%,0.40,65.9,0.5,2018-06-04,2018-09-02
Tsogoo,0.89,0.73,65.4%,0.79,66.3,0.58,2018-06-04,2018-09-02
risen,0.7,0.77,53.8%,0.86,47.8,0.54,2018-06-04,2018-09-02
nex1,0.73,0.76,47.6%,0.81,69.4,0.57,2018-06-04,2018-09-02
MAiNLiNE,0.87,0.71,66.3%,0.84,62.7,0.55,2018-06-04,2018-09-02
cla,0.75,0.67,65.6%,0.56,49.0,0.39,2018-06-04,2018-09-02
ayrtoN1,0.89,0.8,62.5%,0.86,73.3,0.66,2018-06-04,2018-09-02
Rainwaker,0.98,0.77,62.5%,1.05,76.7,0.7,2018-06-04,2018-09-02
topkek,0.7,0.78,59.6%,0.66,53.0,0.43,2018-06-04,2018-09-02
z0rchy,1.01,0.7,66.7%,1.13,75.0,0.7,2018-06-04,2018-09-02
sakova,1.0,0.75,71.6%,1.06,73.2,0.62,2018-06-04,2018-09-02
dubiq,1.12,0.75,73.5%,1.24,84.1,0.75,2018-06-04,2018-09-02
kajn,1.05,0.71,79.3%,0.85,74.5,0.69,2018-06-04,2018-09-02
hytteN,1.28,0.67,72.4%,1.44,88.6,0.91,2018-06-04,2018-09-02
pnq,1.0,0.78,77.6%,1.04,73.7,0.59,2018-06-04,2018-09-02
uQlutzavr,0.93,0.78,79.3%,0.70,65.9,0.64,2018-06-04,2018-09-02
REGIK,1.11,0.78,74.1%,1.27,83.6,0.71,2018-06-04,2018-09-02
elmo,0.76,0.75,62.7%,0.65,58.8,0.55,2018-06-04,2018-09-02
dream3r,1.03,0.62,71.2%,0.93,69.0,0.67,2018-06-04,2018-09-02
MAIDHEN,0.68,0.85,47.8%,0.79,66.5,0.5,2018-06-04,2018-09-02
RobiNasTy,0.79,0.82,62.0%,0.86,63.6,0.57,2018-06-04,2018-09-02
dudley,0.82,0.75,65.9%,0.72,64.8,0.48,2018-06-04,2018-09-02
aerialz,0.84,0.79,58.1%,0.97,62.4,0.61,2018-06-04,2018-09-02
grigua,0.86,0.78,63.6%,0.84,65.9,0.6,2018-06-04,2018-09-02
xKille,0.9,0.81,62.0%,1.02,72.6,0.64,2018-06-04,2018-09-02
PALM1,1.26,0.73,67.6%,1.41,96.1,0.92,2018-06-04,2018-09-02
matHEND,0.64,0.86,56.5%,0.75,54.2,0.39,2018-06-04,2018-09-02
Aycer,0.99,0.76,65.7%,1.05,77.2,0.69,2018-06-04,2018-09-02
shEMETA,0.84,0.8,68.0%,0.77,65.6,0.54,2018-06-04,2018-09-02
cLb,0.71,0.8,54.5%,0.61,65.2,0.52,2018-06-04,2018-09-02
NoMEz,0.62,0.89,54.5%,0.63,56.0,0.48,2018-06-04,2018-09-02
stalker398,0.85,0.75,59.1%,0.81,69.8,0.64,2018-06-04,2018-09-02
d@rklord,0.69,0.84,52.3%,0.64,71.1,0.52,2018-06-04,2018-09-02
huyak,0.78,0.89,47.7%,1.18,66.6,0.59,2018-06-04,2018-09-02
spyleadeR,0.97,0.74,66.4%,1.13,72.1,0.63,2018-06-04,2018-09-02
Geko,0.94,0.72,67.7%,0.85,67.8,0.66,2018-06-04,2018-09-02
leman,0.93,0.75,65.5%,0.99,67.7,0.63,2018-06-04,2018-09-02
Crityourface,1.02,0.74,64.5%,1.16,76.1,0.66,2018-06-04,2018-09-02
mepsoN,0.79,0.74,63.5%,0.76,56.6,0.52,2018-06-04,2018-09-02
FUSiON,1.02,0.66,70.6%,0.93,72.6,0.68,2018-06-04,2018-09-02
befree,1.14,0.67,69.8%,1.17,81.5,0.78,2018-06-04,2018-09-02
morphiw0w,0.94,0.71,70.6%,0.89,68.1,0.56,2018-06-04,2018-09-02
mattcd,1.13,0.68,68.1%,1.20,76.9,0.81,2018-06-04,2018-09-02
gotz,0.84,0.74,63.8%,0.83,66.3,0.51,2018-06-04,2018-09-02
konii,0.87,0.75,59.7%,0.97,69.0,0.6,2018-06-04,2018-09-02
Stylahhhhh,1.27,0.7,73.8%,1.44,90.0,0.83,2018-06-04,2018-09-02
simozor,0.8,0.7,62.7%,0.69,59.8,0.54,2018-06-04,2018-09-02
huahua,1.22,0.71,64.3%,1.58,83.8,0.82,2018-06-04,2018-09-02
rdmn,0.95,0.71,75.0%,0.85,59.3,0.64,2018-06-04,2018-09-02
TriggerHxppy,1.25,0.82,75.0%,1.38,94.1,0.89,2018-06-04,2018-09-02
NeverCare,0.68,0.82,64.3%,0.51,62.6,0.43,2018-06-04,2018-09-02
nafany,0.95,0.79,62.7%,1.12,73.2,0.69,2018-06-04,2018-09-02
aNsavage,0.8,0.73,65.1%,0.64,63.5,0.49,2018-06-04,2018-09-02
KlyDeep,1.05,0.69,65.1%,1.08,77.8,0.66,2018-06-04,2018-09-02
H4wK,0.5,0.89,31.6%,0.63,51.1,0.32,2018-06-04,2018-09-02
kaz,0.6,0.89,36.8%,1.16,43.1,0.37,2018-06-04,2018-09-02
Shooter4st,0.58,0.95,36.8%,0.88,56.5,0.47,2018-06-04,2018-09-02
xetN,0.39,0.95,36.8%,0.25,44.3,0.32,2018-06-04,2018-09-02
mika,0.2,1.0,31.6%,0.14,21.0,0.16,2018-06-04,2018-09-02
eQuake,0.87,0.73,63.0%,0.80,67.9,0.59,2018-06-04,2018-09-02
Jaeger,0.92,0.71,64.3%,0.89,70.3,0.57,2018-06-04,2018-09-02
Falon,0.94,0.72,68.5%,0.87,71.4,0.55,2018-06-04,2018-09-02
azizz,1.0,0.73,65.5%,1.15,69.5,0.72,2018-06-04,2018-09-02
BrN,1.07,0.68,69.5%,1.13,74.6,0.68,2018-06-04,2018-09-02
RAIMOVORMISTO,0.9,0.69,71.8%,0.71,65.6,0.58,2018-06-04,2018-09-02
peku,1.04,0.74,67.1%,1.22,78.3,0.74,2018-06-04,2018-09-02
eDi,0.87,0.68,71.8%,0.67,62.8,0.53,2018-06-04,2018-09-02
Pizituh,1.27,0.62,79.3%,1.28,84.2,0.76,2018-06-04,2018-09-02
r0tta,1.03,0.76,69.4%,1.12,81.1,0.73,2018-06-04,2018-09-02
hellscream,1.02,0.78,72.2%,1.04,75.7,0.65,2018-06-04,2018-09-02
InfinitY,0.94,0.68,63.9%,0.95,67.2,0.58,2018-06-04,2018-09-02
GENGISLAW,1.08,0.75,68.1%,1.25,78.4,0.69,2018-06-04,2018-09-02
reiz,0.98,0.69,69.4%,0.93,67.2,0.71,2018-06-04,2018-09-02
Cunha,1.18,0.72,69.9%,1.33,85.9,0.83,2018-06-04,2018-09-02
plat,1.03,0.64,71.4%,0.96,69.4,0.67,2018-06-04,2018-09-02
Misk,1.01,0.62,71.7%,0.92,67.5,0.63,2018-06-04,2018-09-02
sh1zlEE,0.96,0.66,70.8%,0.78,69.0,0.6,2018-06-04,2018-09-02
RIZZZ,1.15,0.67,72.1%,1.08,84.1,0.78,2018-06-04,2018-09-02
stadodo,1.03,0.64,68.5%,1.09,67.9,0.63,2018-06-04,2018-09-02
pr,1.01,0.72,69.1%,1.01,75.8,0.65,2018-06-04,2018-09-02
zlynx,1.11,0.73,69.9%,1.26,79.3,0.73,2018-06-04,2018-09-02
JUST,1.11,0.65,73.9%,1.03,77.8,0.68,2018-06-04,2018-09-02
renatoohaxx,0.98,0.77,65.3%,1.12,77.8,0.64,2018-06-04,2018-09-02
kks,1.02,0.75,68.1%,1.11,75.2,0.67,2018-06-04,2018-09-02
bit,0.76,0.66,62.3%,0.56,55.2,0.46,2018-06-04,2018-09-02
fnx,0.96,0.69,67.3%,0.86,73.0,0.62,2018-06-04,2018-09-02
deathpuppet,0.71,0.77,53.2%,0.62,62.6,0.45,2018-06-04,2018-09-02
luc4som,1.06,0.79,72.3%,1.01,86.3,0.79,2018-06-04,2018-09-02
tabseN,1.19,0.68,71.8%,1.31,87.0,0.76,2018-06-04,2018-09-02
tiziaN,1.0,0.62,72.0%,0.89,68.2,0.62,2018-06-04,2018-09-02
Duplicate,0.97,0.73,67.7%,0.96,76.4,0.62,2018-06-04,2018-09-02
blink,0.89,0.7,66.2%,0.88,63.5,0.63,2018-06-04,2018-09-02
SAVA,0.96,0.68,69.7%,0.78,71.3,0.66,2018-06-04,2018-09-02
smooya,1.06,0.66,67.6%,1.15,71.6,0.69,2018-06-04,2018-09-02
